Date,open,high,low,close,volume,dividends,stock splits,capital gains
2023-11-08 00:00:00-05:00,426.52662197918363,427.05302588029497,423.91414739383225,426.23419189453125,61746000,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,427.38451565630146,427.4235162558937,422.48123890070934,422.91015625,83174400,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,424.9962825087582,429.82155835510883,422.90042407430286,429.5096130371094,89462200,0.0,0.0,0.0
2023-11-13 00:00:00-05:00,428.1643830508973,430.21145344382376,427.3747919567705,429.1001892089844,52236100,0.0,0.0,0.0
2023-11-14 00:00:00-05:00,435.0757306092195,438.7214981235358,434.85151436015457,437.4250183105469,97176900,0.0,0.0,0.0
2023-11-15 00:00:00-05:00,438.7702034175982,440.00822689231774,437.4932090962841,438.3510437011719,77327600,0.0,0.0,0.0
2023-11-16 00:00:00-05:00,437.90261234986747,439.2088495951082,436.8303191638532,438.8871765136719,66665800,0.0,0.0,0.0
2023-11-17 00:00:00-05:00,438.8969134726528,440.0472078681417,437.9708650531433,439.4330749511719,83133200,0.0,0.0,0.0
2023-11-20 00:00:00-05:00,439.1796040842049,443.6637202691442,439.1698464988808,442.8156433105469,69936200,0.0,0.0,0.0
2023-11-21 00:00:00-05:00,441.7628874230674,442.6889656755236,440.57362207457913,441.8506164550781,49244600,0.0,0.0,0.0
2023-11-22 00:00:00-05:00,443.5175171922335,444.8822404813006,442.45498156900504,443.5564880371094,59394900,0.0,0.0,0.0
2023-11-24 00:00:00-05:00,443.60525077494174,444.0244104771882,443.27382009767217,443.8294372558594,29737400,0.0,0.0,0.0
2023-11-27 00:00:00-05:00,443.19582131477495,444.01465530107345,442.64017440483553,443.0301208496094,50506000,0.0,0.0,0.0
2023-11-28 00:00:00-05:00,442.6401584578128,444.7749872464689,442.0747837312387,443.46875,62115000,0.0,0.0,0.0
2023-11-29 00:00:00-05:00,445.63284701527954,446.77338386709766,442.75718529272547,443.1568298339844,63146000,0.0,0.0,0.0
2023-11-30 00:00:00-05:00,444.00492797140174,445.2526792493876,441.9188275346786,444.9017333984375,79752700,0.0,0.0,0.0
2023-12-01 00:00:00-05:00,444.2876295398619,448.06988421555565,443.69301174485037,447.53375244140625,89183400,0.0,0.0,0.0
2023-12-04 00:00:00-05:00,444.12194301573834,447.5532519253146,442.8936770415693,445.1844787597656,72430900,0.0,0.0,0.0
2023-12-05 00:00:00-05:00,443.7904728995386,446.06175924267177,443.41028403700943,445.0967102050781,69793500,0.0,0.0,0.0
2023-12-06 00:00:00-05:00,447.25099420864996,447.2802372154217,442.8643647004691,443.30303955078125,69124700,0.0,0.0,0.0
2023-12-07 00:00:00-05:00,445.39888657776544,447.3387421895649,444.79451124637484,446.6856384277344,66995400,0.0,0.0,0.0
2023-12-08 00:00:00-05:00,445.93505803646815,449.1421803615345,445.6913563650837,448.6060485839844,83194400,0.0,0.0,0.0
2023-12-11 00:00:00-05:00,448.108878200919,450.5264094395956,447.8944195446756,450.3509216308594,65002200,0.0,0.0,0.0
2023-12-12 00:00:00-05:00,450.0000325991152,452.5052930185976,448.9959828637036,452.4078063964844,68327600,0.0,0.0,0.0
2023-12-13 00:00:00-05:00,452.78791758445004,458.8999741334749,452.4272438947044,458.6465148925781,93278000,0.0,0.0,0.0
2023-12-14 00:00:00-05:00,460.5961454982613,461.7951683960883,457.428023862559,460.1184997558594,119026000,0.0,0.0,0.0
2023-12-15 00:00:00-05:00,459.5175364150348,460.7018562673185,457.50129533889714,459.3609313964844,141553700,1.906,0.0,0.0
2023-12-18 00:00:00-05:00,460.9758929509902,462.9334108167086,459.9090492984959,461.9448547363281,70375300,0.0,0.0,0.0
2023-12-19 00:00:00-05:00,462.4929754163209,464.8322236945254,462.41468784114886,464.75390625,55761800,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,463.892598457878,465.79139327132987,457.88303384418543,458.3136901855469,102921000,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,461.3184379551816,462.9334141013397,458.88133775326304,462.65936279296875,86667500,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,463.79470338010276,465.28243610584667,461.68061032551907,463.58917236328125,67160400,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,464.00023546887513,466.4568999785943,463.92191803061615,465.5466613769531,55387000,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,465.3411180605876,466.53520507295934,464.80281263154177,466.3883972167969,68000300,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,466.75057230271875,467.4063240716052,466.1437465335333,466.5646057128906,77158100,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,466.36882605664505,466.8973642343975,463.2465827268645,465.2138977050781,122283100,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,462.1308302694638,463.60876584488506,460.49628967743104,462.61041259765625,123623700,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,460.43754654015044,461.1814128694219,458.2255717162588,458.8323974609375,103585900,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,458.3527850038454,460.9562872853515,457.1293363679507,457.3544616699219,84232200,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,457.55997646197653,460.4473270881045,456.52249444505304,457.9808654785156,86118900,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,458.48002635182195,464.66578979536183,458.3527829151725,464.51898193359375,74879100,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,461.84701585832823,464.8420160821066,461.3380719188353,463.8143310546875,65931400,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,464.08833198358764,467.3084571861186,463.80448353404677,466.4373474121094,67310600,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,467.4454936074646,467.96423466757784,462.2287214319621,466.2318420410156,77940700,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,467.6901735377371,468.4340398986522,465.13562701304636,466.5548095703125,58026400,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,465.1649260825611,466.4862265933185,463.01164473206603,464.8419189453125,85014900,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,461.798069242699,462.74746664834134,459.8894772834184,462.2580871582031,68843900,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,463.94153240644374,466.9267352108962,462.3853092838849,466.36883544921875,91856200,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,467.50418137026986,472.4664961487431,466.417773331442,472.1826477050781,110834500,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,473.7291329004626,474.9134228764255,472.5252486289505,473.1810302734375,75844900,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,473.72914443461354,474.8057554193274,472.63293915387334,474.5610656738281,49945300,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,477.44838331115716,478.3879835049079,474.58062686260826,475.0798034667969,81765000,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,477.22324284414435,477.9377475814214,475.07978837101456,477.6636962890625,72525000,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,477.23305420109756,478.7305541413174,476.2053692914894,477.056884765625,76641600,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,477.3700844183153,480.98170711382187,476.8219818291813,480.8348693847656,61322800,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,480.1399445091589,481.1774265123715,479.69949107392625,480.46295166015625,58618400,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,478.2411436229909,478.6913643297399,472.60348309923063,472.6230773925781,126011100,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,474.3359935074309,478.83829101948635,473.52360678565867,478.8089294433594,91891600,0.0,0.0,0.0
2024-02-02 00:00:00-05:00,479.2492781177707,485.51332895629,478.90670653697305,483.8494567871094,99228200,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,483.21324302668575,483.8787918579077,479.8169487149502,482.087646484375,75757100,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,483.0370846023235,483.82010964884154,481.59830781553234,483.4873352050781,55918600,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,485.74822431170406,487.94063451559543,484.8379559062056,487.519775390625,70556500,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,487.51977928446235,488.1168078335821,486.6976254514365,487.735107421875,52343600,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,488.2440989985779,490.99440919073515,487.9015274006516,490.5539855957031,63979400,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,490.52458961929625,492.80508461412273,489.6143211813686,490.338623046875,56502300,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,484.02562800453546,486.53124834920015,480.29655905918094,483.5851745605469,113099200,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,486.23766865675526,488.4692378749702,483.89842042163974,487.9798583984375,68387800,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,488.6845458033632,491.53273782316427,488.20493362506164,491.3467712402344,61683000,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,491.0433562248227,492.18848742065717,488.1560054976972,488.8998718261719,75532900,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,487.1479132312173,487.82325930658317,483.9473821687879,486.20831298828125,71736700,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,484.8967856125797,486.80534769645107,483.07627838297776,486.64874267578125,59293400,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,493.30426441514726,497.6890850078149,492.33527282899786,496.7201232910156,76402500,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,498.45253453500476,499.29428272154865,496.3286444476272,497.0627136230469,61321800,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,497.5031487407398,497.9436022039435,495.11497457845917,495.2422180175781,50386700,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,495.9371360194894,496.3873567404861,494.0285442573819,496.1622314453125,48854500,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,494.59620128659884,496.09370114673266,494.2340652877106,495.5064697265625,56506600,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,497.2780134844277,498.91252402853365,494.61578823159294,497.28778076171875,83924800,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,498.16874989642076,502.3871687863037,497.7576579876665,501.9565124511719,76844800,0.0,0.0,0.0
2024-03-04 00:00:00-05:00,501.1539580871736,503.27784821506253,501.124566645019,501.4181823730469,49799300,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,499.4019825721488,499.85223321805717,494.1852102449745,496.406982421875,72855600,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,499.7053584754905,501.19309116164044,497.6206270502209,498.92236328125,68382400,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,502.24033683922556,504.9319237100217,498.981053101571,503.8748474121094,58652100,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,504.5111036412887,507.2124281294098,500.27306071329883,500.85052490234375,86532500,0.0,0.0,0.0
2024-03-11 00:00:00-04:00,499.6368961191953,501.0071527207687,497.698942580957,500.4198913574219,62557200,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,502.5437254527857,506.39024042665795,500.00871383719493,505.8030090332031,73114400,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,506.12602292151917,506.30219236269954,503.56167926871893,505.0102233886719,55104100,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,505.9889848262863,506.1456197116887,500.9484120857823,504.0119323730469,110171800,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,500.9241446835828,502.38704698505336,498.87218638115144,500.5510559082031,107646300,1.595,0.0,0.0
2024-03-18 00:00:00-04:00,504.64517575188347,506.09822050628367,503.11357022244954,503.5259094238281,88893300,0.0,0.0,0.0
2024-03-19 00:00:00-04:00,502.8288304828068,506.6087360358312,501.8175478468189,506.32403564453125,60755300,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,506.3829326447679,511.1446379930055,505.705488344828,511.0071716308594,69594600,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,513.864267136569,514.5711343051557,512.4111625272894,512.6959228515625,60256100,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,512.6074913570825,513.0983912687284,511.4882251766964,511.7239074707031,79070800,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,510.3396340213424,511.46872800435733,510.1530896221743,510.3102111816406,48512100,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,511.7435231167815,512.0871890232156,508.9650726516163,509.3675842285156,65463700,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,512.2149257081124,513.6876257832557,510.03529843625415,513.6483154296875,82999800,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,513.687637290367,515.0621214366988,513.2654704502872,513.5501708984375,96294900,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,514.2962652111693,514.8362431784628,511.4882719174824,512.6566162109375,62477500,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,508.80803978701164,509.5345622239305,507.0800621401136,509.39715576171875,74230300,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,508.2974512119765,511.46870586053615,508.248373198387,509.9566955566406,59155800,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,513.9919383481855,514.3355443672095,503.42776110615574,503.73211669921875,96858100,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,505.09679005886454,510.9679341913057,504.65496812605966,508.9945068359375,74546500,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,509.7014320043331,510.7126547207523,508.46435456683645,509.2792053222656,48401800,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,511.02689448211964,511.2723444794694,504.9888005775902,509.8683776855469,68049200,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,504.1345731606124,506.76578959566245,502.76991689708115,504.762939453125,82652800,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,506.2946653212978,510.0254936939156,502.76020895235933,508.57244873046875,70099000,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,505.0084765884205,506.4320986166467,499.8147460408171,501.55255126953125,92561100,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,505.754597894728,505.92148710242344,494.41479083445734,495.26898193359375,92101400,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,495.7500641672951,497.2816696769287,493.069739544358,494.36572265625,73484000,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,496.8398101510921,497.006729311642,490.0359442713596,491.4399108886719,75910300,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,492.8439911078175,494.954855185291,489.48622181326914,490.4287414550781,74548100,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,490.35020469641637,491.3516299310736,484.87174380253674,486.1481018066406,102212600,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,488.76950559440763,493.2367137981639,486.41319146738795,490.6251220703125,67961000,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,492.6475522211574,496.879107389729,490.4385024479616,496.4471130371094,64633600,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,497.3406118733658,498.1358674864195,493.97304502182635,496.2115478515625,55928100,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,490.09489115170555,495.0922492946256,488.4356468415974,494.3264465332031,69122400,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,497.1344324900181,500.60018526711485,496.4962684869457,499.0096740722656,64306100,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,500.80633878668806,501.4543303567636,498.01803049137214,500.7768859863281,46415400,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,499.30419429336763,500.285994271129,492.8439636230469,492.8439636230469,77483600,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,492.2548745985235,498.9409300087414,490.7723470533853,491.2436218261719,80242800,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,494.9744207054676,496.6827729302825,490.4581351081365,495.8384094238281,62550200,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,501.85688879465766,503.22157520671925,499.30420281647224,501.9845275878906,72756700,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,504.39968265724644,507.2076159005214,503.9578607313711,507.1683654785156,47264700,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,508.1404581603243,509.1320858507796,507.0506744294432,507.7281188964844,52561300,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,505.8822329674264,508.3170775768839,505.764421771763,507.777099609375,42047200,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,507.96361976918945,510.7421301704395,507.3058306373819,510.70281982421875,43643700,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,512.3129738225912,513.1278844713157,510.13340693418695,511.36065673828125,52233200,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,513.0494680438414,513.1574516751477,510.2807845159602,511.4294738769531,36716400,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,511.6258562742474,514.2963838141341,511.0858781824283,513.7760009765625,57535900,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,516.2598181639803,520.4324674154246,515.621624308743,520.137939453125,59504900,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,520.2360932057385,521.8462592917225,518.9204550807748,519.0677490234375,50244800,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,519.1855985309879,519.8826980271124,517.7227262796864,519.81396484375,59187600,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,519.9318304224834,521.8856028241897,519.5390864548481,520.4129028320312,37764200,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,519.6471690225495,521.8463915881117,519.4409694354079,521.6892700195312,33437000,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,520.9921558859738,521.7088506578033,517.997618165417,520.1870727539062,48390000,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,523.260111709731,523.3680953200814,515.1700299587022,516.3875122070312,57211200,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,518.2431716894239,520.6191711359605,517.2908543324413,519.8042602539062,41291100,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,520.6190689749426,520.8546913706681,517.5165476330567,520.1674194335938,36269600,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,516.1126241518484,517.7129629685619,515.808268544491,516.5249633789062,45190300,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,514.9737823989375,515.6413992433119,511.84183783640026,513.0985107421875,46377600,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,514.0606172250209,517.8994283270624,508.9257631871065,517.7717895507812,90785800,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,519.391857928712,519.6765583574672,513.0886587497955,518.1940307617188,46835700,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,516.8783878118635,519.5194318932624,515.4056879878339,518.7732543945312,34632700,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,521.1100415661092,524.9586810560601,519.1071310746788,524.9390258789062,47610400,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,525.2433213604766,525.6753157381511,522.9851934462151,524.9291381835938,30808500,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,523.9473496782516,527.1186043544275,522.8477384972871,524.291015625,43224500,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,523.4761049380284,526.2349604784921,522.8772213334454,525.9109497070312,35686100,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,524.3498409029419,527.2363347918784,522.3665860762226,527.1774291992188,36383400,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,531.7723073085223,534.2169795758864,530.4664966070287,531.5072021484375,63251300,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,533.26466452504,533.4413813243644,529.7694591150035,532.577392578125,44760900,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,531.0359234473256,532.9307900232349,530.024640808097,532.9013671875,40089900,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,532.2141659312891,538.5467879774599,531.7526887661769,537.1427612304688,55839500,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,537.2016964607528,538.635146126439,536.7795296243012,538.5075073242188,41376400,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,539.4400885558501,540.1077052339422,535.2576117885845,537.0444946289062,70328200,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,536.2161919571165,537.4474010127514,534.8569323502853,536.3245239257812,64338600,1.759,0.0,0.0
2024-06-24 00:00:00-04:00,536.1473013161042,538.7279109967009,534.4629854837117,534.5811767578125,45528700,0.0,0.0,0.0
2024-06-25 00:00:00-04:00,535.8124324348613,537.0042646893284,534.2857449139436,536.6398315429688,37936200,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,535.5168616178127,538.0285161524231,534.8668096662881,537.3095092773438,38550600,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,537.1715879191873,538.7377123089291,536.4230031853552,538.1565551757812,35041500,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,538.9347470490513,542.00790070753,534.7880726863442,536.0389404296875,76144500,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,537.4277087162804,537.6739505394513,534.3644748642668,537.14208984375,40297800,0.0,0.0,0.0
2024-07-02 00:00:00-04:00,535.5267835560936,540.7569580078125,535.4775472099752,540.7569580078125,40434800,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,540.4416655124819,543.5344770067398,540.4022884660889,543.1700439453125,32789900,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,543.4754556350376,546.7061172919005,542.8352028084947,546.3023071289062,41488400,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,547.0903075936609,547.8881288012321,545.8590983154559,546.9327392578125,36110500,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,547.8979876796808,548.8041408748146,547.1691214063575,547.464599609375,27289700,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,548.695785607528,553.2266115086117,548.4003074170465,552.8818969726562,38701200,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,553.0000838317138,553.8767192211716,547.4744313021142,548.1146240234375,53054200,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,549.2473299383824,555.1965108923417,548.774564863736,551.5718383789062,53084400,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,553.5812287923791,556.3489846422507,551.2172831044048,553.0887451171875,40584300,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,554.4085160826455,556.664069462671,553.6500720558217,556.3685913085938,36475300,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,550.3997127297722,552.0840284475104,548.2426319478126,548.5676879882812,57119000,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,550.1141460777824,551.1089727595462,542.1555927413102,544.35205078125,56270400,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,544.1156746223836,545.7507541733052,539.6734620267257,540.7372436523438,65509100,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,544.686974560121,546.9228698054537,542.7367583373153,546.3121948242188,43346700,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,546.2037859358935,548.3707261822221,544.9627775434685,545.4552612304688,34439600,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,540.6091160403827,540.9144534863593,532.1679394058027,533.0938110351562,74515300,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,533.2119680733931,539.2301633367359,529.3706320754927,530.316162109375,61158300,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,534.1281122545862,538.9642753902813,533.3499495890577,536.255615234375,53763800,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,537.8118692092069,538.8263542761403,534.5614289959356,536.57080078125,39515800,0.0,0.0,0.0
2024-07-30 00:00:00-04:00,538.0482653827025,539.1120469361489,530.4246278378796,533.852294921875,46853600,0.0,0.0,0.0
2024-07-31 00:00:00-04:00,540.7273999983412,545.1794720155896,539.3484816681636,542.5299072265625,65663400,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,544.263454092479,546.5288671333234,531.3209677747442,534.84716796875,76428700,0.0,0.0,0.0
2024-08-02 00:00:00-04:00,527.6962318838754,528.9175817191577,520.6536916296925,524.8890991210938,82789100,0.0,0.0,0.0
2024-08-05 00:00:00-04:00,503.948713970534,515.7092266413154,502.59928343934064,509.6024169921875,146267400,0.0,0.0,0.0
2024-08-06 00:00:00-04:00,511.41471300744325,521.7864479457752,510.08503114656577,514.3007202148438,84826300,0.0,0.0,0.0
2024-08-07 00:00:00-04:00,520.5256868545033,523.5988404143214,510.2623435010392,510.8631591796875,70698300,0.0,0.0,0.0
2024-08-08 00:00:00-04:00,516.0341826136271,523.3032459691668,513.9953532420095,522.6729125976562,63276600,0.0,0.0,0.0
2024-08-09 00:00:00-04:00,521.8455939760821,526.4749529409472,520.6143846831733,524.977783203125,45619600,0.0,0.0,0.0
2024-08-12 00:00:00-04:00,526.1794117211571,527.6765211620506,522.9684086509645,525.2535400390625,42542100,0.0,0.0,0.0
2024-08-13 00:00:00-04:00,528.464603597231,534.1281663146175,528.2183617399533,533.8917236328125,52333100,0.0,0.0,0.0
2024-08-14 00:00:00-04:00,534.6894941203759,536.7678208880384,532.0005525316452,535.5759887695312,42446900,0.0,0.0,0.0
2024-08-15 00:00:00-04:00,541.2395189802481,545.0414782431244,540.6288440776154,544.755859375,60846800,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,543.1306638977313,546.6765823277302,542.9730955779607,545.9772338867188,44430700,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,546.3909252667271,551.1975708007812,545.5340084715398,551.1975708007812,39121800,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,550.7445168615222,552.4091140848926,548.9518690734592,550.30126953125,33732300,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,551.3551846243884,553.6599745235571,546.3909107782366,552.1923828125,41514600,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,554.1032400719556,554.7139150306325,546.6371705904586,547.8585205078125,56121500,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,551.1187965007202,554.6252777748409,548.9124191927582,553.6796875,50639400,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,554.713888571281,555.4328954778962,550.6459687265464,552.3598022460938,35788600,0.0,0.0,0.0
