Date,Close,High,Low,Open,Volume
2010-01-04,85.27920532226562,85.3243526269112,83.90968158491715,84.55681974288503,118944600
2010-01-05,85.50495910644531,85.54258569272618,84.91802110293453,85.22654303560668,111579900
2010-01-06,85.56513214111328,85.77582717886533,85.35443710336125,85.42215804792045,116074400
2010-01-07,85.92636108398438,86.03170864374681,85.16634876768842,85.40714401014705,131091100
2010-01-08,86.21228790283203,86.24991448488359,85.5275288893746,85.70059738838685,126402800
2010-01-11,86.33268737792969,86.63367706683287,85.96396524930574,86.59605622622514,106375700
2010-01-12,85.52752685546875,85.94139054314203,85.19643131252192,85.76079558381207,163333500
2010-01-13,86.24991607666016,86.49071127960713,85.30930891811566,85.74574627651234,161822000
2010-01-14,86.48319244384766,86.6412137715015,86.0994230818249,86.15209685770951,115718800
2010-01-15,85.51248931884766,86.41547001904429,85.18139371630363,86.33270185941956,212283100
2010-01-19,86.58101654052734,86.63369031824337,85.47486146747967,85.49744086451041,139172700
2010-01-20,85.70060729980469,86.12199751066682,85.01584820715371,85.99407630251382,216490200
2010-01-21,84.05265045166016,85.98653847235569,83.9473029128682,85.7231696253758,344859600
2010-01-22,82.17898559570312,84.0827740306812,82.08868521968003,83.67643095009511,345942400
2010-01-25,82.60037231445312,83.08196855817636,82.32948268006305,82.9314679379467,186937500
2010-01-26,82.25423431396484,83.12712073935386,82.05106564102746,82.27680797306766,211168800
2010-01-27,82.64550018310547,82.8336215952999,81.51677170993881,82.14885689922738,271863600
2010-01-28,81.69737243652344,82.96154864552422,81.20073485852865,82.9164013405275,316104000
2010-01-29,80.80941772460938,82.62291054289882,80.68149656691502,82.05101995301803,310677600
2010-02-01,82.06607818603516,82.07360464956251,80.89220248018988,81.38131927129527,187865000
2010-02-02,83.05935668945312,83.21737797316113,81.93062831353063,82.21657650967701,216327900
2010-02-03,82.64550018310547,83.134617003013,82.40470500513698,82.68312102093842,172730700
2010-02-04,80.09455108642578,82.04348559639098,80.07949816284612,82.00586476945828,356715700
2010-02-05,80.26011657714844,80.42565858613419,78.69494515665995,80.18486342459823,493585800
2010-02-08,79.6806869506836,80.764267878092,79.62048673449233,80.32029845994215,224166900
2010-02-09,80.68155670166016,81.38136897082951,79.9666914962433,80.61382997057251,337820500
2010-02-10,80.52349853515625,80.96746235443925,79.84626023869787,80.5535986528889,240511500
2010-02-11,81.36627960205078,81.45657995606378,79.95160850191017,80.41815171946156,223591600
2010-02-12,81.29854583740234,81.3436931367927,80.14724377487191,80.50843365201384,304622100
2010-02-16,82.5777816772461,82.66055556609975,81.13301046618137,81.91559630742738,159317500
2010-02-17,82.96910095214844,83.08197499080704,82.57780505026687,82.97662167798347,168845100
2010-02-18,83.45819854736328,83.63126705750848,82.80353386822216,82.83363398759758,193708600
2010-02-19,83.63127136230469,83.95484048598222,83.04433335679919,83.2399812723047,222684900
2010-02-22,83.64633178710938,83.96237447361706,83.39801007299123,83.93980081615388,132346900
2010-02-23,82.6304702758789,83.67642515980056,82.41224868801599,83.42058272362357,207497000
2010-02-24,83.3904800415039,83.52592772150355,82.66809432850955,82.87878944383982,176350700
2010-02-25,83.27759552001953,83.33779575709971,81.97579840397162,82.2015406815064,259634700
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300
2010-03-01,84.19560241699219,84.27837628154941,83.65381193662083,83.67638558313483,147709700
2010-03-02,84.42888641357422,84.83522934762362,84.27839158215286,84.55681333539316,160992400
2010-03-03,84.5041732788086,85.0083374802908,84.29347239335688,84.6471417033857,150785000
2010-03-04,84.7599868774414,84.8803873424114,84.30097015151108,84.61701276054208,135770400
2010-03-05,85.97148132324219,86.0392022727575,85.10612171970786,85.30929605027302,176118800
2010-03-08,85.98652648925781,86.17464788817114,85.83603166653096,85.97900576682811,114631200
2010-03-09,86.12950897216797,86.52832545811779,85.685545183208,85.73069248621816,154556700
2010-03-10,86.51329803466797,86.74656680819052,86.09190780094687,86.16715523682402,186088800
2010-03-11,86.87447357177734,86.89705296569464,86.04674043279883,86.3101092850633,160791100
2010-03-12,86.88201141357422,87.2657807862771,86.64121618268463,87.25072785502773,162074800
2010-03-15,86.90459442138672,86.96479467084015,86.2348824339996,86.7315258804728,146816800
2010-03-16,87.59689331054688,87.67966148436953,86.90460186456274,87.14539714198827,168673000
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100
2010-03-18,88.07090759277344,88.24397605063722,87.71723847321395,88.12358135051576,196509100
2010-03-19,87.62513732910156,88.62250866061704,87.28512083777551,87.62513732910156,226641100
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800
2010-03-23,88.71317291259766,88.78873020455747,87.93491608792121,88.22204186788109,182941600
2010-03-24,88.28248596191406,88.7282837930668,87.33045368830675,88.38071563156146,196072600
2010-03-25,88.13893127441406,89.28741715446652,88.03314990775075,88.87940084105716,223396300
2010-03-26,88.08605194091797,88.72074022267698,87.73848372500429,88.30517216142607,205808500
2010-03-29,88.64515686035156,88.80382888414998,88.16914078895627,88.53181805345234,134513500
2010-03-30,88.70561981201172,89.03052137158762,88.33538502796313,88.7509530364844,145772500
2010-03-31,88.40338134765625,88.7962827283101,88.10870387100289,88.36559981899734,161078700
2010-04-01,89.0078353881836,89.347846027035,88.47892290428588,89.0078353881836,161215200
2010-04-05,89.73320770263672,89.79365007535024,89.09851378960552,89.34785803274819,105847600
2010-04-06,89.94477844238281,90.1034504936322,89.37809007449833,89.47631398299019,110384200
2010-04-07,89.43096923828125,90.186553631464,89.01539551617017,89.76342821597012,184576300
2010-04-08,89.74079132080078,89.89191171797349,88.85675861479186,89.12121210402695,158704000
2010-04-09,90.33012390136719,90.36789966532615,89.76343556011558,89.92965929790844,133006500
2010-04-12,90.47367095947266,90.70790603441972,90.33766554212158,90.44344689287783,110279000
2010-04-13,90.54167175292969,90.70034377065649,89.91453537478262,90.3829997352029,125043600
2010-04-14,91.56928253173828,91.56928253173828,90.73058332015252,90.87414044755728,161609000
2010-04-15,91.64483642578125,91.85639914434329,91.38793472134755,91.41815879037809,144615300
2010-04-16,90.18657684326172,91.64485532801534,89.72566978362204,91.31995372473905,366786700
2010-04-19,90.52658081054688,90.61725302953789,89.5141003060834,89.92211664456424,217947800
2010-04-20,91.33502960205078,91.41059264500682,90.57189359712204,91.0932428526836,157708000
2010-04-21,91.16883087158203,91.59951381702437,90.66258486248293,91.38794530929889,192910100
2010-04-22,91.44082641601562,91.55416523497532,90.00522059136557,90.52656993513726,115360300
2010-04-23,92.03773498535156,92.07551651164977,91.14614515243854,91.3803802391146,177335500
2010-04-26,91.6901626586914,92.27196585504569,91.59949622316182,92.06795484580151,143457300
2010-04-27,89.52164459228516,91.68261072938378,89.34785763928843,91.16126139969693,355853300
2010-04-28,90.20164489746094,90.42832247633011,89.36294592615543,89.95230647828521,300674100
2010-04-29,91.31996154785156,91.50885771094663,90.72304898071275,90.74571559793961,193775000
2010-04-30,89.77096557617188,91.43325443455727,89.74829897033966,91.33502478975032,270000900
2010-05-03,90.93460083007812,91.18394511890756,90.06567743136063,90.20168288302644,182747900
2010-05-04,88.79624938964844,89.93718310388994,88.34290003921167,89.92207395689027,360353400
2010-05-05,88.26737976074219,89.00785509629462,87.62513409812195,88.07092617952996,328973200
2010-05-06,85.3357162475586,88.40338750784287,79.33637340447437,87.84425658557112,647356600
2010-05-07,84.06632995605469,85.96284282993717,82.6684998359974,85.10903445198159,637558800
2010-05-10,87.76868438720703,88.13891911947074,86.82420391178331,87.50422524236731,396159600
2010-05-11,87.51933288574219,88.67537596925496,86.82419669710914,86.94508719029926,317849800
2010-05-12,88.74339294433594,88.87184668428398,87.71579761266341,87.86691796417524,235607100
2010-05-13,87.6402587890625,88.91719864635044,87.56470147970917,88.50162479792739,234452500
2010-05-14,86.05352020263672,87.14156375209222,85.28282653154065,86.98289169523869,345601400
2010-05-17,86.09883117675781,86.52951400966535,84.45165712438936,86.28772725723745,325739800
2010-05-18,84.92768859863281,87.05843639826811,84.64812029244268,86.80153470197014,360556800
2010-05-19,84.44412994384766,85.20726617995709,83.38631043317159,84.45168163871027,394742700
2010-05-20,81.25553131103516,83.0311531537839,81.20264064387754,82.64580357040683,530418300
2010-05-21,82.44183349609375,82.64583879503674,79.60839133789601,80.0239651602928,500909400
2010-05-24,81.3840103149414,82.65339257589845,81.30845301368316,81.99603194918143,269823000
2010-05-25,81.46712493896484,81.50490647185683,78.86791227454634,79.41949152564541,396505200
2010-05-26,80.97601318359375,82.71386034813177,80.73422630340754,81.96583308828284,349719300
2010-05-27,83.68852996826172,83.7187540360958,82.19247031605815,82.50226268786882,300870500
2010-05-28,82.63826751708984,83.65830529939271,82.24536040272115,83.59785716415884,297933500
2010-06-01,81.24798583984375,83.07649861948653,81.1270953390717,81.86756478850995,277909400
2010-06-02,83.3636245727539,83.37117626587303,81.232876888959,81.66355974744995,240243700
2010-06-03,83.65074157714844,83.91519494317873,82.79693334835032,83.60540836144354,226618300
2010-06-04,80.71154022216797,82.60805902908488,80.43952932696664,82.06403723868222,398475600
2010-06-07,79.70660400390625,81.30844515312333,79.64616162753452,80.99865275386566,264609100
2010-06-08,80.5604476928711,80.71911979777079,79.07194482092352,79.76708140371855,357774300
2010-06-09,80.12970733642578,81.81465688727091,79.78969098500254,81.02884862142722,268023300
2010-06-10,82.4720458984375,82.57026980407818,80.12217773998154,81.49734124221106,317890600
2010-06-11,82.87248992919922,82.9253806019584,81.6937802136228,81.74667088638198,214128200
