Date,Close,High,Low,Open,Volume
2010-01-04,4.081052780151367,4.087706822987205,3.9834622671072504,3.9842013231714763,28238400
2010-01-05,4.119499206542969,4.121717221884246,4.029302595271111,4.076618704726732,33206400
2010-01-06,4.130588054656982,4.157203810518521,4.098058579472732,4.107669695381788,44194800
2010-01-07,4.179383754730225,4.192691421834122,4.069225444162803,4.109148868517605,43773600
2010-01-08,4.223743438720703,4.228919371968443,4.119499254720563,4.143157944289817,39685200
2010-01-11,4.240009307861328,4.288804375188564,4.186037884415246,4.279192411525904,39402000
2010-01-12,4.115801811218262,4.175686937866183,4.066266855585529,4.152028255857501,70981200
2010-01-13,4.221524238586426,4.254793610337351,4.082532187203826,4.1475923953717055,58323600
2010-01-14,4.255533218383789,4.2762339807573815,4.20230214265357,4.20969481881237,39696000
2010-01-15,4.112105846405029,4.249619390454156,4.064789321739257,4.234832764974552,65668800
2010-01-19,4.259970188140869,4.2658839073312524,4.10101555888886,4.106930547208478,42022800
2010-01-20,4.134284019470215,4.178643460735091,4.0344759111887205,4.173468375906149,70280400
2010-01-21,3.911010503768921,4.179384443348811,3.894006706213361,4.137242997026048,137617200
2010-01-22,3.6515073776245117,3.8999195168280667,3.635242642062944,3.8607360018094945,138201600
2010-01-25,3.705479621887207,3.7638853795155964,3.667034308281245,3.7490987529781594,71208000
2010-01-26,3.656684398651123,3.7712787531221297,3.631546750986571,3.65816251145535,68493600
2010-01-27,3.7091751098632812,3.7276587092370095,3.559093376387602,3.648551340645742,97148400
2010-01-28,3.577576160430908,3.748359509751633,3.5095584432274145,3.748359509751633,97756800
2010-01-29,3.4467170238494873,3.6958680932672987,3.43636621483958,3.620457262063129,99787200
2010-02-01,3.610106945037842,3.6145425520865766,3.5176912731229275,3.526563121785068,67242000
2010-02-02,3.748359203338623,3.767581857611869,3.595319563662681,3.6382000558047776,66903600
2010-02-03,3.692171573638916,3.750577754983505,3.6574232335492236,3.6980857166702887,62972400
2010-02-04,3.349125862121582,3.6056706065853517,3.3432108738095634,3.5997556182733335,109621200
2010-02-05,3.3653907775878906,3.3860923916903296,3.1628170121574497,3.35356185794499,148866000
2010-02-08,3.289241313934326,3.428234045467099,3.2855443398223754,3.3653911966464998,94868400
2010-02-09,3.4141860008239746,3.499947628902352,3.3269464716049324,3.4075321671068015,140008800
2010-02-10,3.3927464485168457,3.453370432444679,3.308463777658985,3.4008783950436663,90757200
2010-02-11,3.505862236022949,3.5184299996713175,3.3254671507143976,3.392006115204741,85040400
2010-02-12,3.5066022872924805,3.5066022872924805,3.3557806198540434,3.39866091258722,89464800
2010-02-16,3.6736879348754883,3.685517912988097,3.5494820485988448,3.5886664185988586,54260400
2010-02-17,3.728398561477661,3.7446633032342365,3.6803425465849533,3.7232238971042007,67672800
2010-02-18,3.7956767082214355,3.817116959845389,3.7076976863102917,3.7091757991962666,51837600
2010-02-19,3.825249195098877,3.8629546034836055,3.740966741497007,3.765364060068467,51297600
2010-02-22,3.818593740463257,3.8681282616996997,3.7919784167486283,3.8659102475496567,44547600
2010-02-23,3.6803410053253174,3.820072537489983,3.6485505915888226,3.7890211799073947,72362400
2010-02-24,3.7712783813476562,3.791240093970615,3.6810817809443925,3.7084361720755146,52680000
2010-02-25,3.7661030292510986,3.7712781153633794,3.5834909801637598,3.6152813992007546,78308400
2010-02-26,3.7705392837524414,3.806026678461956,3.7040005244328795,3.7771933289016433,48735600
2010-03-01,3.8910486698150635,3.9065747770719494,3.820073871670536,3.8259888612257464,42188400
2010-03-02,3.930232286453247,3.9864204459784713,3.9117495340634756,3.9457583907209743,44275200
2010-03-03,3.9405834674835205,4.014515326183607,3.9161857256692167,3.9671988012417585,53859600
2010-03-04,3.973112106323242,3.9893776871472553,3.9102699127617577,3.9598044422492484,36088800
2010-03-05,4.140939235687256,4.152767943926874,4.020430330907233,4.055177822365963,40521600
2010-03-08,4.146114349365234,4.174947698416137,4.1268925397077405,4.150549956343222,27522000
2010-03-09,4.169034004211426,4.228179244334382,4.104713254159464,4.10545231054707,43633200
2010-03-10,4.227441310882568,4.259972068829807,4.1675565754216635,4.180125190824247,48385200
2010-03-11,4.2747578620910645,4.28289044583248,4.160902535797766,4.205261583517996,38838000
2010-03-12,4.28584623336792,4.342774302490858,4.248140821435973,4.337599215772017,48924000
2010-03-15,4.277713298797607,4.293978033800837,4.188994408742797,4.2621871969079015,45910800
2010-03-16,4.392306804656982,4.401918764274284,4.287323611903641,4.321332037308986,46935600
2010-03-17,4.474372863769531,4.5157752457207865,4.427056339303066,4.435189342869226,37910400
2010-03-18,4.448498249053955,4.4935967711210045,4.411531886732648,4.476592126001103,39668400
2010-03-19,4.374564170837402,4.498770466779498,4.3353806511439235,4.374564170837402,44769600
2010-03-22,4.458108425140381,4.4854628167609905,4.299153777641586,4.305807822982682,43524000
2010-03-23,4.558835983276367,4.567161030229011,4.438507984739464,4.483914891026086,47023200
2010-03-24,4.486941814422607,4.548241008372278,4.466508749772717,4.503591475396702,52588800
2010-03-25,4.458941459655762,4.629973231941055,4.446076067316237,4.579269469267374,56316000
2010-03-26,4.463481903076172,4.547484551237874,4.396885856636008,4.483914967952468,63303600
2010-03-29,4.539158344268799,4.563375672739369,4.499049598360357,4.5232660607664315,34329600
2010-03-30,4.550509929656982,4.601214975544058,4.492995451553,4.5565645866526445,38167200
2010-03-31,4.50434684753418,4.570186369118429,4.462724221203757,4.49677917602542,41473200
2010-04-01,4.602728843688965,4.647378807827181,4.518726199975648,4.591376901007524,49788000
2010-04-05,4.726840496063232,4.732137780426412,4.618620956090476,4.657216693685987,27745200
2010-04-06,4.7631659507751465,4.788139791252895,4.67008218739923,4.6874883548954775,35377200
2010-04-07,4.68067741394043,4.76543612701615,4.616350464333576,4.7366784513285625,63921600
2010-04-08,4.724570274353027,4.745759845585894,4.5853235307488545,4.6292161212242915,44210400
2010-04-09,4.813114166259766,4.822195288239621,4.726084618210291,4.75635574653044,35521200
2010-04-12,4.846412658691406,4.877439861764503,4.818411052858706,4.835060714844688,32072400
2010-04-13,4.85398006439209,4.8774400274181176,4.754085553342505,4.8320335495862325,31603200
2010-04-14,5.017443656921387,5.0204705527945555,4.886520667179762,4.909981491874548,30331200
2010-04-15,5.036362171173096,5.065119843318133,4.989442260131701,4.994739543723784,29269200
2010-04-16,4.801004886627197,5.009118479019608,4.723056040973508,4.987172401935223,90853200
2010-04-19,4.840356826782227,4.851708767877548,4.681433548738216,4.757111135223068,56596800
2010-04-20,4.9727935791015625,4.983389014430201,4.883494082696608,4.93268482454686,36062400
2010-04-21,4.959170818328857,5.017443104308645,4.875168188131773,4.982631640439708,44731200
2010-04-22,5.006091594696045,5.027281164396731,4.767706445627587,4.849438694694397,59278800
2010-04-23,5.106743335723877,5.118852218759489,4.963712324189143,5.002308062703647,49657200
2010-04-26,5.056039810180664,5.153664355159093,5.04090403047204,5.121879347680688,42423600
2010-04-27,4.696569919586182,5.0514988064012405,4.672352586532079,4.972036940817676,90979200
2010-04-28,4.7957072257995605,4.834302965816593,4.673109273001682,4.77527459452687,89214000
2010-04-29,4.976577281951904,5.009875733081532,4.88122313820977,4.888790810545671,42943200
2010-04-30,4.731381893157959,4.998525195431324,4.723814219352205,4.983389414787439,66883200
2010-05-03,4.909981727600098,4.945549704462846,4.7722475659828305,4.791166748679221,40921200
2010-05-04,4.5603508949279785,4.745761099561718,4.486942801124122,4.741220321300457,67262400
2010-05-05,4.464237213134766,4.587592942899333,4.366612692252793,4.432452646534028,65911200
2010-05-06,4.015468120574951,4.488454512997686,3.1481995948590527,4.400667619154711,129265200
2010-05-07,3.816436290740967,4.107039576159537,3.6529721862737503,3.9730896615006377,100494000
2010-05-10,4.330288410186768,4.37947958588849,4.206177441792402,4.302288105495191,79014000
2010-05-11,4.303802490234375,4.469536980401593,4.187257882428233,4.212231293925721,72963600
2010-05-12,4.491481304168701,4.509643974980766,4.336341878444678,4.360559205892994,45466800
